claim_type,zone,hour_of_day,day_of_week,days_since_joining,claims_last_30_days,worker_age,claim_amount_inr,velocity_kmh,velocity_flag,device_accounts_today,device_flag,weather_matches_claim,weather_flag,actual_aqi,claimed_aqi_severe,actual_rainfall_mm,actual_temp_c,zone_claims_last_hour,mins_since_shift_start,photo_submitted,is_fraud,claim_type_enc,zone_enc
rain_damage,Hebbal,9,2,182,3,35,885.47,2.88,0,1,0,1,0,101,0,22.22,37.43,1,313.91,0,0,4,2
rain_damage,Jayanagar,4,0,42,0,30,831.72,16.72,0,1,0,1,0,82,0,59.17,26.82,0,206.62,1,0,4,4
rain_damage,Electronic_City,14,0,55,1,34,1691.67,22.92,0,1,0,0,1,90,0,54.05,28.05,3,220.97,0,0,4,1
natural_disaster,Koramangala,11,1,262,0,26,4612.76,12.87,0,1,0,1,0,31,0,8.42,24.01,1,237.15,1,0,2,5
flood,Electronic_City,14,0,150,1,34,4337.0,9.38,0,1,0,1,0,35,0,20.1,24.12,1,284.23,1,0,1,1
flood,Koramangala,6,1,141,1,24,2081.02,23.92,0,1,0,1,0,57,0,33.38,20.76,1,82.84,0,0,1,5
extreme_heat,Whitefield,0,4,138,1,34,869.87,118.69,1,2,0,0,1,113,0,3.32,41.79,4,2.77,1,1,0,7
rain_damage,Marathahalli,18,2,187,0,34,1490.71,22.73,0,1,0,1,0,85,0,54.83,29.82,4,160.74,1,0,4,6
poor_aqi,Jayanagar,17,1,146,2,29,837.47,6.21,0,1,0,1,0,128,0,3.86,20.81,3,374.01,1,0,3,4
flood,Electronic_City,20,0,259,3,23,3532.99,10.29,0,1,0,1,0,73,0,59.5,25.94,2,67.49,1,0,1,1
extreme_heat,Electronic_City,13,3,156,1,32,685.96,14.23,0,1,0,1,0,57,0,4.07,34.8,4,323.46,1,0,0,1
poor_aqi,Koramangala,9,6,153,4,23,1613.82,171.69,1,2,0,1,0,137,1,5.73,34.82,2,0.75,1,1,3,5
natural_disaster,Hebbal,15,3,33,1,24,8684.46,13.01,0,1,0,1,0,94,0,5.8,22.4,4,264.77,1,0,2,2
natural_disaster,Koramangala,17,1,23,4,25,4338.09,18.21,0,1,0,1,0,106,0,0.71,32.49,5,156.1,1,0,2,5
flood,Hebbal,9,2,109,0,33,6840.84,152.99,1,2,0,0,1,31,0,52.38,24.19,1,0.19,1,1,1,2
rain_damage,Whitefield,21,3,95,2,24,783.43,11.49,0,1,0,0,1,74,0,16.47,26.05,3,92.35,0,0,4,7
flood,Hebbal,12,0,731,2,36,3964.1,251.25,1,1,0,0,1,113,0,0.72,23.85,7,2.58,1,1,1,2
flood,Koramangala,21,1,304,0,28,4895.31,19.67,0,1,0,0,1,109,0,76.82,25.75,3,284.21,1,0,1,5
rain_damage,Hebbal,0,4,210,1,18,1600.71,11.73,0,1,0,0,1,42,0,24.77,27.14,2,274.01,1,0,4,2
extreme_heat,Jayanagar,22,5,151,2,22,586.32,21.01,0,1,0,1,0,34,0,14.3,22.37,2,85.66,0,0,0,4
rain_damage,Jayanagar,20,2,116,0,20,1967.18,15.46,0,1,0,1,0,99,0,58.2,28.71,3,389.06,1,0,4,4
extreme_heat,BTM_Layout,17,5,29,3,36,2040.15,232.39,1,1,0,0,1,84,0,12.98,32.45,0,2.72,1,1,0,0
natural_disaster,Jayanagar,22,2,183,2,24,7691.95,4.2,0,1,0,1,0,83,0,10.03,30.86,4,150.11,1,0,2,4
rain_damage,BTM_Layout,21,1,197,1,33,4341.18,208.3,1,4,1,1,0,60,0,13.41,29.13,9,539.53,0,1,4,0
poor_aqi,Koramangala,7,4,34,1,24,394.06,6.37,0,1,0,1,0,52,0,13.02,32.69,0,125.53,1,0,3,5
natural_disaster,Electronic_City,15,2,83,2,21,5129.66,6.04,0,1,0,0,1,76,0,1.37,27.81,2,369.43,0,0,2,1
poor_aqi,Indiranagar,5,5,161,0,31,750.23,13.18,0,1,0,1,0,77,1,6.66,21.18,1,185.05,1,0,3,3
rain_damage,BTM_Layout,16,0,116,1,23,2063.73,23.7,0,1,0,1,0,46,0,15.31,22.3,3,188.75,1,0,4,0
extreme_heat,Koramangala,20,5,599,1,37,472.72,22.2,0,1,0,1,0,58,0,5.05,36.99,1,369.6,1,0,0,5
natural_disaster,Indiranagar,19,5,154,1,24,4776.8,23.67,0,1,0,0,1,114,0,9.21,21.5,5,275.82,0,0,2,3
rain_damage,Koramangala,8,0,8,0,33,1228.87,2.92,0,1,0,1,0,53,0,22.4,23.9,2,32.27,1,0,4,5
rain_damage,Indiranagar,8,4,159,1,26,1324.49,287.65,1,3,1,1,0,39,0,46.31,28.73,10,1.85,0,1,4,3
poor_aqi,Koramangala,13,3,342,1,28,624.28,7.3,0,1,0,1,0,69,1,13.75,27.46,4,275.63,1,0,3,5
extreme_heat,Indiranagar,7,0,202,0,21,452.66,21.09,0,1,0,1,0,111,0,11.72,28.62,3,51.38,1,0,0,3
flood,Jayanagar,10,4,87,0,18,5287.04,22.52,0,1,0,1,0,91,0,49.5,23.01,3,145.45,1,0,1,4
rain_damage,Electronic_City,19,2,128,1,19,5726.13,95.03,1,1,0,0,1,110,0,8.38,32.85,1,562.25,0,1,4,1
poor_aqi,Whitefield,18,1,170,2,35,728.64,15.14,0,1,0,1,0,121,0,5.78,26.01,1,272.84,1,0,3,7
natural_disaster,Hebbal,15,4,30,2,25,3437.31,24.54,0,1,0,1,0,39,0,0.87,23.95,0,22.84,1,0,2,2
natural_disaster,Koramangala,2,4,37,0,20,5895.82,17.14,0,1,0,1,0,67,0,5.37,29.58,3,90.11,1,0,2,5
poor_aqi,Koramangala,9,4,142,0,18,1608.71,123.89,1,4,1,1,0,186,1,4.36,37.44,5,401.53,0,1,3,5
natural_disaster,Electronic_City,21,5,193,1,36,6220.72,13.15,0,1,0,1,0,38,0,8.94,28.79,1,359.08,1,0,2,1
poor_aqi,BTM_Layout,9,2,95,1,33,859.45,13.66,0,1,0,1,0,65,0,4.95,26.62,3,81.71,1,0,3,0
poor_aqi,Hebbal,19,1,105,2,32,809.72,11.4,0,1,0,1,0,70,1,6.58,29.28,1,202.37,0,0,3,2
natural_disaster,Electronic_City,7,6,123,0,28,3094.72,22.88,0,1,0,1,0,52,0,0.01,21.67,2,396.53,1,0,2,1
poor_aqi,Whitefield,21,4,90,2,38,762.07,16.07,0,1,0,1,0,183,0,14.32,23.03,1,117.04,1,0,3,7
poor_aqi,Electronic_City,23,5,57,2,31,572.63,2.07,0,1,0,1,0,106,0,13.46,32.06,3,138.99,0,0,3,1
flood,Electronic_City,12,4,388,1,34,5778.36,10.61,0,1,0,1,0,100,0,47.32,18.88,1,84.47,0,0,1,1
poor_aqi,Koramangala,6,5,92,2,29,595.14,145.58,1,4,1,0,1,159,1,7.97,24.41,4,2.64,0,1,3,5
natural_disaster,Indiranagar,12,2,14,1,37,4589.63,7.0,0,1,0,1,0,58,0,12.59,34.37,2,308.33,1,0,2,3
flood,Electronic_City,13,1,26,2,21,2204.69,0.06,0,1,0,1,0,91,0,73.85,20.09,3,50.99,1,0,1,1
rain_damage,Hebbal,2,2,216,0,44,2125.43,10.06,0,1,0,1,0,56,0,62.51,34.54,3,372.03,0,0,4,2
rain_damage,Electronic_City,7,1,246,1,22,5979.84,263.09,1,1,0,0,1,54,0,25.28,24.31,10,560.27,0,1,4,1
poor_aqi,BTM_Layout,15,2,534,4,28,2064.55,92.04,1,1,0,0,1,103,0,11.43,14.72,11,1.57,1,1,3,0
rain_damage,Electronic_City,2,2,34,0,25,5466.75,231.47,1,2,0,0,1,76,0,1.78,30.66,2,443.04,0,1,4,1
extreme_heat,Marathahalli,6,5,376,2,42,450.64,20.19,0,1,0,1,0,117,0,3.93,22.09,2,154.07,1,0,0,6
poor_aqi,Koramangala,13,0,138,2,29,585.9,21.84,0,1,0,1,0,156,1,11.85,29.19,2,18.51,0,0,3,5
poor_aqi,Hebbal,12,1,123,0,37,380.18,15.15,0,1,0,1,0,60,0,10.15,38.83,2,374.65,1,0,3,2
poor_aqi,Indiranagar,15,1,276,2,29,836.85,0.76,0,1,0,1,0,157,0,10.74,38.82,1,54.0,1,0,3,3
extreme_heat,Jayanagar,15,6,153,2,28,986.27,6.99,0,1,0,1,0,31,0,7.2,32.14,4,392.08,1,0,0,4
flood,BTM_Layout,20,2,285,0,25,3480.75,17.37,0,1,0,1,0,108,0,72.43,24.82,2,29.97,1,0,1,0
flood,BTM_Layout,10,3,905,0,31,4373.43,171.2,1,1,0,1,0,72,0,68.35,20.86,7,454.01,0,1,1,0
natural_disaster,Indiranagar,17,1,521,0,24,6873.58,16.1,0,1,0,0,1,92,0,2.14,26.11,0,232.31,1,0,2,3
rain_damage,Marathahalli,3,5,41,2,27,1804.13,18.07,0,1,0,1,0,104,0,63.24,31.62,2,392.69,0,0,4,6
poor_aqi,Electronic_City,16,0,599,2,35,620.81,23.43,0,1,0,1,0,59,0,7.05,30.65,1,218.74,1,0,3,1
flood,Indiranagar,5,1,12,0,38,5950.08,3.23,0,1,0,1,0,119,0,31.58,19.41,6,68.79,1,0,1,3
extreme_heat,Hebbal,16,0,131,0,33,979.45,11.4,0,2,0,1,0,112,0,4.11,26.09,4,386.84,1,0,0,2
extreme_heat,Electronic_City,6,2,14,0,20,939.95,23.93,0,1,0,1,0,50,0,10.9,36.03,1,323.78,1,0,0,1
natural_disaster,Whitefield,0,3,438,0,25,6710.32,2.42,0,4,1,0,1,91,0,9.33,33.5,5,425.11,1,1,2,7
flood,Koramangala,18,6,31,0,33,4166.97,3.57,0,1,0,1,0,42,0,74.34,24.32,3,95.82,1,0,1,5
poor_aqi,Marathahalli,1,0,134,0,18,504.8,9.4,0,1,0,1,0,149,1,8.5,35.77,3,376.5,1,0,3,6
natural_disaster,Electronic_City,2,4,110,1,24,5034.25,6.48,0,1,0,1,0,38,0,11.86,31.56,2,380.97,1,0,2,1
rain_damage,Electronic_City,8,4,128,2,26,4363.27,161.02,1,5,1,0,1,45,0,33.47,29.25,1,2.13,1,1,4,1
natural_disaster,Indiranagar,13,2,11,0,34,5557.14,161.97,1,3,1,0,1,63,0,0.42,21.83,2,478.64,0,1,2,3
extreme_heat,Marathahalli,8,2,12,0,28,1710.91,112.17,1,1,0,1,0,76,0,8.22,29.92,1,2.86,0,1,0,6
rain_damage,Indiranagar,5,1,219,1,18,5405.58,191.7,1,1,0,0,1,74,0,11.23,13.91,1,0.85,0,1,4,3
rain_damage,Whitefield,9,6,59,0,32,3928.16,216.72,1,4,1,0,1,87,0,45.2,26.45,10,467.28,1,1,4,7
rain_damage,Hebbal,0,5,490,1,18,2678.51,227.29,1,3,1,0,1,109,0,26.88,27.4,2,1.43,0,1,4,2
natural_disaster,Marathahalli,11,0,34,1,28,4534.1,5.85,0,1,0,1,0,57,0,11.66,26.88,3,94.94,1,0,2,6
rain_damage,Whitefield,4,4,462,0,28,1348.09,17.5,0,1,0,1,0,118,0,25.31,16.24,1,26.69,0,0,4,7
natural_disaster,BTM_Layout,22,1,4,1,31,3182.19,12.82,0,1,0,1,0,117,0,6.55,27.54,3,86.55,0,0,2,0
flood,Electronic_City,21,6,71,1,27,2784.88,17.8,0,1,0,1,0,54,0,56.67,34.12,0,172.87,1,0,1,1
flood,Whitefield,8,3,16,2,31,4605.12,3.0,0,1,0,1,0,114,0,22.41,29.58,3,341.81,1,0,1,7
poor_aqi,Electronic_City,0,0,442,2,37,763.12,15.96,0,1,0,1,0,56,1,1.23,21.54,2,290.16,1,0,3,1
poor_aqi,Whitefield,10,5,294,0,30,667.28,3.35,0,1,0,1,0,135,1,7.78,27.03,4,203.81,1,0,3,7
extreme_heat,Electronic_City,21,4,63,2,27,441.45,7.1,0,1,0,1,0,119,0,12.78,38.58,4,287.68,1,0,0,1
flood,Marathahalli,15,3,46,2,27,5840.04,23.9,0,1,0,1,0,52,0,61.26,27.66,1,220.9,0,0,1,6
rain_damage,Hebbal,6,3,404,1,32,2200.52,4.88,0,1,0,1,0,52,0,48.58,24.11,4,11.81,0,0,4,2
extreme_heat,Koramangala,7,0,194,0,20,452.11,9.35,0,1,0,1,0,47,0,14.03,32.47,5,248.62,1,0,0,5
extreme_heat,Koramangala,20,6,891,2,23,1184.0,11.29,0,1,0,1,0,61,0,8.51,41.43,3,325.72,1,0,0,5
extreme_heat,Indiranagar,11,0,21,5,18,1171.02,4.93,0,1,0,1,0,50,0,2.46,43.3,3,303.32,1,0,0,3
natural_disaster,Indiranagar,7,0,64,0,25,4259.41,1.17,0,1,0,0,1,86,0,4.88,25.31,2,144.28,0,0,2,3
flood,Electronic_City,16,4,216,0,34,2032.23,12.02,0,1,0,1,0,56,0,60.97,25.86,2,64.69,1,0,1,1
rain_damage,Koramangala,0,2,18,1,23,802.55,24.13,0,1,0,1,0,116,0,17.65,26.15,1,225.61,1,0,4,5
flood,Marathahalli,21,1,25,1,23,3742.14,23.87,0,1,0,1,0,68,0,17.46,25.6,2,192.09,1,0,1,6
flood,Electronic_City,22,2,492,4,27,3841.89,6.51,0,1,0,0,1,90,0,14.89,26.0,9,503.57,0,1,1,1
flood,Marathahalli,7,3,45,2,24,5253.99,5.09,0,1,0,1,0,90,0,11.12,23.07,0,106.62,1,0,1,6
flood,Koramangala,14,4,180,1,19,3269.13,18.49,0,1,0,1,0,48,0,27.68,28.5,6,267.12,0,0,1,5
poor_aqi,Electronic_City,0,2,81,3,34,580.21,13.98,0,1,0,0,1,64,0,3.72,28.16,2,333.76,0,0,3,1
natural_disaster,Hebbal,19,6,380,3,33,14383.32,245.14,1,4,1,0,1,79,0,1.29,18.92,0,1.01,0,1,2,2
poor_aqi,Marathahalli,11,5,324,3,22,447.06,17.19,0,1,0,1,0,158,1,8.5,29.64,1,158.63,1,0,3,6
poor_aqi,BTM_Layout,23,5,25,1,38,545.52,10.38,0,2,0,1,0,126,0,4.86,11.61,0,23.28,0,0,3,0
natural_disaster,Hebbal,0,2,169,3,36,5656.12,6.94,0,1,0,1,0,110,0,8.11,28.27,2,332.87,0,0,2,2
natural_disaster,Hebbal,6,1,468,0,22,5488.07,21.9,0,1,0,1,0,56,0,5.44,31.78,3,91.21,1,0,2,2
rain_damage,Jayanagar,2,6,392,0,30,1020.14,10.35,0,1,0,1,0,35,0,70.06,22.38,0,122.81,1,0,4,4
flood,Hebbal,8,3,200,1,33,4347.59,0.36,0,2,0,1,0,96,0,16.77,24.51,1,392.84,1,0,1,2
natural_disaster,Jayanagar,11,0,217,1,32,3778.25,11.1,0,1,0,1,0,92,0,13.12,27.17,2,282.53,1,0,2,4
extreme_heat,Koramangala,10,5,5,1,20,461.95,3.16,0,1,0,1,0,77,0,5.53,32.57,1,279.35,0,0,0,5
extreme_heat,Jayanagar,20,2,347,0,27,705.39,24.0,0,1,0,1,0,46,0,3.23,30.41,2,325.58,1,0,0,4
poor_aqi,Hebbal,20,1,223,1,27,824.78,23.33,0,1,0,1,0,103,0,0.76,34.53,4,286.15,1,0,3,2
poor_aqi,Hebbal,15,0,403,3,37,559.5,205.3,1,5,1,1,0,88,1,4.62,26.52,2,0.55,0,1,3,2
poor_aqi,Jayanagar,21,1,1328,3,32,549.11,16.03,0,1,0,1,0,185,0,3.84,30.87,4,363.66,0,0,3,4
rain_damage,Whitefield,0,2,485,1,33,861.21,18.31,0,1,0,0,1,37,0,63.31,24.17,3,262.85,1,0,4,7
flood,Jayanagar,6,5,130,3,34,2875.12,3.06,0,1,0,1,0,87,0,27.44,27.96,2,356.53,1,0,1,4
flood,Marathahalli,8,5,35,2,29,5218.95,1.57,0,1,0,0,1,65,0,42.94,39.83,5,174.36,0,0,1,6
poor_aqi,Whitefield,13,4,530,0,18,638.51,22.46,0,2,0,1,0,110,1,2.93,27.08,4,260.87,1,0,3,7
flood,Koramangala,10,1,138,0,18,4360.89,11.6,0,1,0,1,0,52,0,28.47,30.86,2,309.66,1,0,1,5
extreme_heat,Jayanagar,11,1,398,1,24,878.59,7.08,0,1,0,1,0,114,0,11.48,31.84,0,274.33,1,0,0,4
natural_disaster,Whitefield,7,3,207,1,27,23915.07,4.69,0,3,1,0,1,91,0,14.88,22.64,11,1.65,1,1,2,7
poor_aqi,Electronic_City,6,3,135,4,23,549.86,0.11,0,1,0,1,0,121,1,0.73,19.87,2,386.17,1,0,3,1
flood,Marathahalli,12,2,256,0,23,3099.03,6.46,0,1,0,1,0,76,0,53.19,24.03,2,259.68,1,0,1,6
natural_disaster,Hebbal,18,4,9,0,31,3850.93,14.74,0,1,0,1,0,70,0,3.02,29.85,0,345.79,1,0,2,2
extreme_heat,Marathahalli,7,2,489,0,24,844.35,15.17,0,1,0,1,0,38,0,13.04,34.26,1,215.89,1,0,0,6
extreme_heat,Hebbal,3,4,163,1,32,2645.53,268.31,1,1,0,0,1,36,0,14.04,37.79,1,552.0,0,1,0,2
flood,Whitefield,15,1,341,2,28,5086.07,24.65,0,1,0,1,0,103,0,71.27,25.05,1,153.92,1,0,1,7
natural_disaster,Whitefield,22,2,40,4,32,4949.98,24.99,0,1,0,1,0,104,0,4.39,29.71,3,319.75,1,0,2,7
extreme_heat,Jayanagar,20,3,1595,0,33,565.37,4.66,0,1,0,1,0,90,0,6.51,44.45,1,103.72,1,0,0,4
rain_damage,Whitefield,12,1,110,0,27,3886.29,235.44,1,2,0,0,1,38,0,42.63,29.29,1,2.15,0,1,4,7
flood,Indiranagar,15,6,409,1,25,4919.91,5.46,0,1,0,1,0,99,0,65.22,35.65,4,363.37,1,0,1,3
flood,Koramangala,5,2,94,1,39,9030.03,262.51,1,1,0,0,1,62,0,23.06,33.13,2,2.3,0,1,1,5
rain_damage,Marathahalli,23,0,176,2,29,4053.88,291.48,1,1,0,0,1,102,0,30.08,29.93,10,565.22,0,1,4,6
extreme_heat,Marathahalli,22,1,43,0,30,980.55,7.58,0,1,0,1,0,32,0,4.31,19.98,1,92.23,1,0,0,6
extreme_heat,BTM_Layout,10,0,370,0,30,1489.91,231.83,1,3,1,1,0,49,0,11.06,39.9,0,2.35,0,1,0,0
rain_damage,Jayanagar,23,3,72,2,31,1986.39,21.1,0,1,0,1,0,115,0,48.34,22.4,1,130.49,1,0,4,4
flood,Indiranagar,7,6,218,3,25,4876.8,6.29,0,1,0,1,0,51,0,77.22,26.69,1,395.02,1,0,1,3
flood,Whitefield,14,1,218,2,30,2527.64,8.52,0,1,0,1,0,106,0,38.8,23.8,2,298.97,1,0,1,7
extreme_heat,Indiranagar,3,3,69,0,37,2220.96,223.92,1,3,1,0,1,51,0,11.99,32.12,3,445.63,0,1,0,3
extreme_heat,Jayanagar,8,4,16,3,40,3035.0,108.25,1,3,1,0,1,59,0,11.18,37.34,9,0.27,0,1,0,4
flood,BTM_Layout,18,0,269,0,27,2876.74,7.47,0,1,0,1,0,107,0,74.68,32.71,2,16.33,1,0,1,0
extreme_heat,Indiranagar,23,4,14,1,32,458.08,13.77,0,1,0,1,0,100,0,10.05,29.0,1,155.41,1,0,0,3
extreme_heat,Electronic_City,17,3,113,1,23,431.07,12.11,0,1,0,1,0,115,0,9.41,37.91,1,245.68,1,0,0,1
poor_aqi,Hebbal,23,4,186,1,26,828.82,23.66,0,1,0,1,0,89,0,11.85,25.91,1,381.81,0,0,3,2
extreme_heat,Indiranagar,12,3,23,0,35,1000.66,4.93,0,1,0,1,0,93,0,1.59,31.17,4,117.02,0,0,0,3
poor_aqi,Koramangala,18,2,401,1,22,330.42,23.28,0,1,0,1,0,186,0,13.99,21.03,3,141.33,1,0,3,5
poor_aqi,Indiranagar,15,0,195,0,26,427.09,7.04,0,1,0,0,1,151,1,1.24,23.79,2,354.24,1,0,3,3
flood,Jayanagar,23,2,79,2,27,4654.81,7.39,0,2,0,1,0,44,0,28.89,35.47,3,16.21,1,0,1,4
poor_aqi,Jayanagar,0,0,51,1,35,565.06,11.4,0,3,1,0,1,100,0,0.87,29.47,1,567.81,1,1,3,4
flood,Whitefield,7,4,248,1,19,4730.33,1.96,0,1,0,1,0,114,0,78.34,23.92,0,279.16,0,0,1,7
flood,Koramangala,22,0,155,0,36,3657.01,24.98,0,1,0,1,0,92,0,54.85,25.29,1,227.46,0,0,1,5
flood,BTM_Layout,5,0,282,0,30,2425.36,9.69,0,1,0,1,0,92,0,68.72,30.91,5,177.52,0,0,1,0
rain_damage,Indiranagar,7,3,12,0,36,1454.96,253.3,1,2,0,1,0,108,0,48.92,28.78,10,531.03,0,1,4,3
rain_damage,Whitefield,0,0,400,0,34,2218.82,7.77,0,1,0,1,0,115,0,62.53,24.96,4,251.04,1,0,4,7
natural_disaster,BTM_Layout,0,3,148,1,23,5484.88,120.3,1,5,1,0,1,38,0,11.94,29.11,1,0.89,0,1,2,0
natural_disaster,Indiranagar,2,4,4,0,29,3977.48,15.04,0,1,0,1,0,103,0,12.44,32.15,1,203.72,1,0,2,3
poor_aqi,Hebbal,19,0,58,1,40,507.16,0.94,0,1,0,1,0,185,1,3.28,25.08,1,282.86,1,0,3,2
rain_damage,Electronic_City,13,3,99,1,23,1022.68,16.41,0,1,0,1,0,49,0,77.77,26.06,3,285.27,1,0,4,1
extreme_heat,Jayanagar,11,0,7,0,22,1014.83,23.73,0,1,0,1,0,31,0,2.66,35.55,2,183.64,1,0,0,4
flood,Jayanagar,5,2,208,0,30,3683.79,2.31,0,1,0,1,0,41,0,46.45,24.35,4,51.83,1,0,1,4
rain_damage,Hebbal,10,6,20,0,21,1303.78,9.82,0,1,0,1,0,88,0,30.19,34.38,2,395.86,0,0,4,2
flood,Koramangala,2,3,516,1,24,3829.24,13.56,0,1,0,1,0,52,0,18.21,19.84,1,19.4,1,0,1,5
extreme_heat,BTM_Layout,18,1,15,2,23,2530.88,18.07,0,1,0,1,0,62,0,4.83,32.71,0,1.17,0,1,0,0
rain_damage,Hebbal,16,5,37,2,34,1692.12,10.13,0,1,0,1,0,115,0,49.93,24.24,0,373.91,1,0,4,2
extreme_heat,Koramangala,15,3,10,1,33,556.62,4.69,0,1,0,0,1,36,0,6.47,35.6,2,122.95,0,0,0,5
poor_aqi,Electronic_City,12,5,180,1,30,660.52,17.6,0,1,0,1,0,55,0,12.58,29.86,2,23.78,1,0,3,1
flood,Whitefield,16,3,475,0,39,4247.34,9.09,0,1,0,1,0,51,0,79.33,23.12,2,210.84,1,0,1,7
extreme_heat,Whitefield,19,2,288,0,30,795.23,183.99,1,1,0,1,0,98,0,11.46,30.16,4,1.67,0,1,0,7
flood,Whitefield,6,4,622,0,27,2096.86,8.7,0,1,0,1,0,93,0,43.83,30.94,0,44.48,1,0,1,7
natural_disaster,Koramangala,12,6,233,0,26,4247.71,17.55,0,1,0,1,0,76,0,10.04,22.64,2,142.41,1,0,2,5
poor_aqi,BTM_Layout,7,0,115,0,33,833.14,0.51,0,1,0,1,0,199,0,3.73,30.05,2,379.61,1,0,3,0
poor_aqi,BTM_Layout,8,4,68,2,20,331.61,13.82,0,2,0,1,0,139,1,3.07,23.94,4,180.98,1,0,3,0
extreme_heat,Hebbal,8,3,2,1,23,429.38,24.59,0,1,0,1,0,43,0,12.6,29.5,1,100.59,1,0,0,2
natural_disaster,Whitefield,6,3,16,1,26,4656.45,1.96,0,1,0,1,0,97,0,8.58,22.78,3,271.12,1,0,2,7
extreme_heat,Jayanagar,23,1,546,0,18,1285.09,0.81,0,1,0,0,1,113,0,7.64,33.18,4,573.92,1,1,0,4
rain_damage,BTM_Layout,16,2,701,2,38,1969.88,22.12,0,1,0,1,0,63,0,71.9,28.66,2,249.78,1,0,4,0
flood,Koramangala,3,1,78,1,30,5677.2,16.37,0,1,0,1,0,109,0,62.87,31.37,2,224.24,1,0,1,5
poor_aqi,Jayanagar,11,4,51,0,26,461.48,17.11,0,1,0,1,0,144,0,1.94,20.72,0,67.93,1,0,3,4
flood,Whitefield,1,1,1286,2,34,5959.45,1.77,0,1,0,1,0,105,0,24.12,27.41,2,286.45,0,0,1,7
natural_disaster,Whitefield,4,4,294,1,36,3110.97,5.31,0,1,0,1,0,78,0,8.79,28.22,3,78.64,0,0,2,7
extreme_heat,Whitefield,7,3,375,2,25,657.15,7.02,0,1,0,0,1,91,0,3.47,33.19,2,374.52,1,0,0,7
natural_disaster,Jayanagar,12,2,13,0,24,6232.12,16.82,0,1,0,1,0,85,0,3.83,25.25,1,0.28,0,1,2,4
flood,Marathahalli,13,2,175,0,18,5888.91,20.27,0,1,0,1,0,38,0,40.55,28.37,5,350.03,1,0,1,6
poor_aqi,BTM_Layout,10,2,189,0,20,392.04,9.0,0,1,0,1,0,96,0,4.15,36.29,3,263.34,1,0,3,0
flood,Indiranagar,15,2,261,2,28,5022.63,10.27,0,1,0,1,0,59,0,68.95,26.67,4,354.46,1,0,1,3
extreme_heat,Whitefield,20,0,94,1,19,1035.61,9.18,0,1,0,1,0,74,0,10.45,35.52,4,363.5,1,0,0,7
natural_disaster,Hebbal,4,4,15,2,30,8438.59,6.58,0,1,0,1,0,76,0,4.18,29.33,3,308.26,1,0,2,2
natural_disaster,Marathahalli,19,3,32,2,27,3793.07,1.22,0,1,0,1,0,96,0,8.86,31.41,1,252.67,0,0,2,6
extreme_heat,Indiranagar,12,3,22,0,30,853.88,3.71,0,5,1,0,1,57,0,10.8,24.28,6,2.78,0,1,0,3
natural_disaster,Whitefield,2,4,23,1,20,4412.78,13.82,0,1,0,1,0,33,0,5.83,25.93,2,207.22,1,0,2,7
extreme_heat,Jayanagar,0,6,117,2,28,1179.16,1.54,0,1,0,1,0,59,0,4.42,27.74,0,285.16,1,0,0,4
natural_disaster,Marathahalli,11,1,163,2,32,7119.55,9.3,0,1,0,1,0,72,0,3.52,25.03,0,284.43,0,0,2,6
extreme_heat,BTM_Layout,4,6,145,2,29,423.08,22.37,0,2,0,1,0,78,0,3.39,31.37,0,12.32,1,0,0,0
rain_damage,Electronic_City,8,2,208,2,34,929.58,17.1,0,1,0,1,0,56,0,79.1,34.67,1,210.02,1,0,4,1
flood,Marathahalli,1,6,35,1,24,4973.44,0.03,0,1,0,1,0,56,0,22.93,13.82,0,173.37,1,0,1,6
extreme_heat,Indiranagar,1,1,97,1,26,889.85,21.45,0,1,0,1,0,60,0,1.77,30.23,3,347.72,1,0,0,3
rain_damage,Indiranagar,7,2,38,0,30,1375.82,12.87,0,1,0,1,0,80,0,72.42,26.87,3,170.52,1,0,4,3
natural_disaster,Whitefield,5,5,203,1,28,4696.4,5.01,0,1,0,1,0,102,0,1.07,27.4,2,105.16,1,0,2,7
natural_disaster,Hebbal,6,1,152,2,18,4558.7,2.36,0,1,0,1,0,116,0,14.11,25.64,2,135.68,1,0,2,2
flood,Koramangala,21,4,9,0,31,4224.58,13.33,0,1,0,1,0,30,0,28.26,32.8,2,313.07,1,0,1,5
flood,BTM_Layout,8,3,17,0,29,3930.15,13.0,0,1,0,1,0,97,0,54.71,28.01,1,137.15,1,0,1,0
poor_aqi,Indiranagar,9,6,412,3,26,460.19,16.47,0,1,0,1,0,84,1,14.48,28.49,3,226.0,0,0,3,3
rain_damage,BTM_Layout,7,1,24,1,21,1230.99,24.86,0,1,0,1,0,43,0,62.99,16.54,3,253.6,1,0,4,0
poor_aqi,Koramangala,14,6,687,0,32,309.14,17.08,0,1,0,1,0,140,0,5.68,26.08,2,326.23,1,0,3,5
natural_disaster,Indiranagar,6,4,112,0,20,3556.36,21.39,0,1,0,1,0,85,0,2.99,31.81,2,61.28,1,0,2,3
poor_aqi,Jayanagar,14,0,39,2,28,851.69,7.88,0,1,0,1,0,65,0,1.94,26.44,3,394.82,0,0,3,4
poor_aqi,Electronic_City,0,0,238,0,27,488.16,17.24,0,1,0,1,0,68,0,7.99,36.87,1,159.43,0,0,3,1
flood,BTM_Layout,2,6,43,1,23,5339.77,9.55,0,1,0,0,1,65,0,11.37,27.45,1,187.81,1,0,1,0
